town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Rancho Sante Fe,2192.4877018947072,255.81608719920598,1,Home purchase,1,,Female,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1990.9682233831522,310.14207182018447,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1776.747066008592,313.78975061338986,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1474.6646458379587,296.74259124356354,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not applicable
Rancho Sante Fe,2022.4602072143036,338.82771289198814,1,Home purchase,0,Debt-to-income ratio,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1882.715456373853,280.90269629913263,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,2012.9757753566391,271.0608318430383,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Male,Multiracial,Not Hispanic or Latino
Rancho Sante Fe,2165.87100936955,339.608435789015,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1901.9029119102488,332.57951618771494,0,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1936.752953941479,312.4459276546766,1,Home purchase,0,Mortgage insurance denied,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1642.089101633298,331.26865117836337,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1910.3180467728246,328.18856613617,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Rancho Sante Fe,1858.845940109699,327.8501861917172,0,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2480.459200161271,315.9888164474329,1,Home purchase,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1710.0944880450206,363.54026925507316,0,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2063.049860524745,309.71218414514175,1,Refinancing,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,2006.141742447108,276.7183759228726,1,Home purchase,0,Other,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1939.33564346599,262.9355031233173,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1733.9879842393664,338.86483537070995,0,Home improvement,0,Mortgage insurance denied,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2089.539209971348,360.28054025117314,1,Home purchase,1,,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1922.8499731618986,245.5985622300409,0,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2275.1550467594834,314.4790126091141,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1633.499193084368,286.66229050028943,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1741.2986884052607,320.6770597695479,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1984.6008398461968,313.81826669315353,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1729.2338474513572,201.2367677004344,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,2124.5760975019894,269.9460097300739,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1906.5099233341039,303.3023539725282,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1845.5790082558126,262.90123126710137,1,Home purchase,0,Unverifiable information,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1779.2607298334967,363.16524698494345,1,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1962.8055031247868,280.74096378174943,1,Refinancing,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2240.360998841175,340.92753009074517,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1450.1552047265282,243.38347996986042,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2048.4055703424824,330.12457083450744,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1788.750017653631,266.7012197775525,1,Refinancing,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1323.401368364373,291.9025890374083,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1813.0538704329074,297.86947869981384,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1765.052761009976,280.9971555267213,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2012.8384522981721,338.3826373741887,1,Home purchase,0,Mortgage insurance denied,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1918.5475188593434,332.0987903543164,0,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1675.6216422190064,248.82329696818454,1,Home purchase,1,,Not applicable,Not applicable,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2055.0277960868616,299.9435664083186,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Rancho Sante Fe,1857.621283708323,345.74786709979395,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1857.8490000025506,294.46112263702605,1,Home purchase,1,,Female,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1929.0677682120677,421.56209725255235,1,Home purchase,1,,Male,White,Female,White,Not applicable
Rancho Sante Fe,2203.694152281014,284.1712529558689,1,Home purchase,0,Employment history,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1602.6865540191611,306.9221563227463,0,Home purchase,1,,Female,White,Female,Black or African American,Not Hispanic or Latino
Rancho Sante Fe,1518.696862883682,321.058714879034,1,Home purchase,1,,Female,White,Female,Black or African American,Not Hispanic or Latino
Rancho Sante Fe,1906.0901404609158,262.17267747148884,1,Home purchase,0,Credit history,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2036.639719476603,324.3653798102171,1,Home improvement,0,Credit history,Female,White,Female,White,Not applicable
Rancho Sante Fe,1802.7464917045752,226.08145192526268,0,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1929.7836431557694,284.42914015055857,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2078.261265616271,236.33646686355883,1,Home purchase,0,Credit application incomplete,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1858.450090132136,289.6156069873407,1,Refinancing,1,,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1276.1249019814643,175.8480658027068,0,Home purchase,0,Debt-to-income ratio,Female,White,Female,White,Not applicable
Rancho Sante Fe,1977.0707454934593,302.33006258509266,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,2044.4580610197127,316.6525472893447,1,Home improvement,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2115.4154648478684,278.4159904901531,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1912.823731869978,324.33610554155183,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1941.540034974581,396.89401163575116,1,Home purchase,1,,Male,White,Female,White,Not applicable
